Algorithm,MPI_Processes,Data_Size,Allocation,Latency
3,207,2000,core,0.0001674450
3,207,2000,node,0.0001323880
3,208,2000,core,0.0001681860
3,208,2000,node,0.0001077630
3,209,2000,core,0.0001702600
3,209,2000,node,0.0001346630
3,210,2000,core,0.0001711110
3,210,2000,node,0.0001101570
3,211,2000,core,0.0001725840
3,211,2000,node,0.0001380690
3,212,2000,core,0.0001753600
3,212,2000,node,0.0001114090
3,213,2000,core,0.0001802390
3,213,2000,node,0.0001341920
3,214,2000,core,0.0001798480
3,214,2000,node,0.0001106780
3,215,2000,core,0.0001797780
3,215,2000,node,0.0001361260
3,216,2000,core,0.0001828740
3,216,2000,node,0.0001125220
3,217,2000,core,0.0001834150
3,217,2000,node,0.0001377090
3,218,2000,core,0.0001853980
3,218,2000,node,0.0001110390
3,219,2000,core,0.0001857600
3,219,2000,node,0.0001365170
3,220,2000,core,0.0001879840
3,220,2000,node,0.0001127620
3,221,2000,core,0.0001899370
3,221,2000,node,0.0001323490
3,222,2000,core,0.0001900770
3,222,2000,node,0.0001136330
3,223,2000,core,0.0001880040
3,223,2000,node,0.0001360060
3,224,2000,core,0.0001909090
3,224,2000,node,0.0001123310
3,225,2000,core,0.0001919010
3,225,2000,node,0.0001363470
3,226,2000,core,0.0001940550
3,226,2000,node,0.0001159580
3,227,2000,core,0.0001954670
3,227,2000,node,0.0001375690
3,228,2000,core,0.0001972810
3,228,2000,node,0.0001167400
3,229,2000,core,0.0001974110
3,229,2000,node,0.0001364460
3,230,2000,core,0.0002002770
3,230,2000,node,0.0001185920
3,231,2000,core,0.0002016490
3,231,2000,node,0.0001402230
3,232,2000,core,0.0002036130
3,232,2000,node,0.0001197950
3,233,2000,core,0.0002040240
3,233,2000,node,0.0001432590
3,234,2000,core,0.0002065580
3,234,2000,node,0.0001198350
3,235,2000,core,0.0002091430
3,235,2000,node,0.0001405140
3,236,2000,core,0.0002104750
3,236,2000,node,0.0001202250
3,237,2000,core,0.0002131300
3,237,2000,node,0.0001381900
3,238,2000,core,0.0002136020
3,238,2000,node,0.0001214790
3,239,2000,core,0.0002153250
3,239,2000,node,0.0001419970
3,240,2000,core,0.0002169180
3,240,2000,node,0.0001219990
3,241,2000,core,0.0002178390
3,241,2000,node,0.0001431590
3,242,2000,core,0.0002219570
3,242,2000,node,0.0001236520
3,243,2000,core,0.0002230190
3,243,2000,node,0.0001484090
3,244,2000,core,0.0002258240
3,244,2000,node,0.0001245740
3,245,2000,core,0.0002259650
3,245,2000,node,0.0001416160
3,246,2000,core,0.0002290100
3,246,2000,node,0.0001263780
3,247,2000,core,0.0002280990
3,247,2000,node,0.0001476270
3,248,2000,core,0.0002258450
3,248,2000,node,0.0001286720
3,249,2000,core,0.0002292510
3,249,2000,node,0.0001461650
3,250,2000,core,0.0002357030
3,250,2000,node,0.0001357170
3,251,2000,core,0.0002310840
3,251,2000,node,0.0001506730
3,252,2000,core,0.0002270470
3,252,2000,node,0.0001292630
3,253,2000,core,0.0002312750
3,253,2000,node,0.0001519360
3,254,2000,core,0.0002327680
3,254,2000,node,0.0001302750
3,255,2000,core,0.0002404520
3,255,2000,node,0.0001522960
3,256,2000,core,0.0001956270
3,256,2000,node,0.0001322180
